"name","caption","isglobal","note"
"enemy duck bite05","[apex predator bites!]",,
"enemy duck bite06","[apex predator bites!]",,
"enemy duck death","[Apex Predator Death]",,
"enemy duck fly flap01",,,
"enemy duck fly flap02",,,
"enemy duck fly flap03",,,
"enemy duck fly loop",,,
"enemy duck footstep01",,,
"enemy duck footstep02",,,
"enemy duck footstep03",,,
"enemy duck hurt01",,,
"enemy duck hurt02",,,
"enemy duck hurt03",,,
"enemy duck jaw extend","[apex predator jaw extends]",,
"enemy duck jaw retract","[apex predator jaw retracts]",,
"enemy duck jump",,,
"enemy duck notice01","[apex predator notices!]",,
"enemy duck notice02","[apex predator notices!]",,
"enemy duck notice03","[apex predator notices!]",,
"enemy duck quack01","[quacks!]",,
"enemy duck quack02","[quacks!]",,
"enemy duck quack03","[quacks!]",,
"enemy duck stun end01",,,
"enemy duck stun end02",,,
"enemy duck stun end03",,,
"enemy duck stun loop",,,
"enemy duck transition","[apex predator transforms]",,
"enemy elsa big arm swing01",,,
"enemy elsa big arm swing02",,,
"enemy elsa big arm swing03",,,
"enemy elsa big bark global01",,,
"enemy elsa big bark global02",,,
"enemy elsa big bark global03",,,
"enemy elsa big bark01","[barks loudly!]",,
"enemy elsa big bark02","[barks loudly!]",,
"enemy elsa big bark03","[barks loudly!]",,
"enemy elsa big death","[elsa death]",,
"enemy elsa big footstep01","[thudding footstep]",,
"enemy elsa big footstep02","[thudding footstep]",,
"enemy elsa big footstep03","[thudding footstep]",,
"enemy elsa big heavy panting",,,
"enemy elsa big hurt01",,,
"enemy elsa big hurt02",,,
"enemy elsa big hurt03",,,
"enemy elsa big jump",,,
"enemy elsa big land",,,
"enemy elsa big look under attack01",,,
"enemy elsa big look under attack02",,,
"enemy elsa big look under attack03",,,
"enemy elsa big look under intro",,,
"enemy elsa big look under outro",,,
"enemy elsa fly loop",,,
"enemy elsa music stinger",,,
"enemy elsa small bark happy01","[yips happily!]",,
"enemy elsa small bark happy02","[yips happily!]",,
"enemy elsa small bark happy03","[yips happily!]",,
"enemy elsa small bark idle breaker01",,,
"enemy elsa small bark idle breaker02",,,
"enemy elsa small bark idle breaker03",,,
"enemy elsa small bark idle breaker04",,,
"enemy elsa small death","[elsa death]",,
"enemy elsa small footstep01",,,
"enemy elsa small footstep02",,,
"enemy elsa small footstep03",,,
"enemy elsa small footstep04",,,
"enemy elsa small footstep05",,,
"enemy elsa small footstep06",,,
"enemy elsa small happy01",,,
"enemy elsa small happy02",,,
"enemy elsa small happy03",,,
"enemy elsa small hurt01",,,
"enemy elsa small hurt02",,,
"enemy elsa small hurt03",,,
"enemy elsa small jump",,,
"enemy elsa small land",,,
"enemy elsa small panting normal","[pants]",,
"enemy elsa small stun loop",,,
"enemy elsa transform head look up",,,
"enemy elsa transform limb break01",,,
"enemy elsa transform limb break02",,,
"enemy elsa transform limb break03",,,
"enemy elsa transform start","[elsa transforms]",,
"enemy floater attack down global",,,
"enemy floater attack down",,,
"enemy floater attack up global",,,
"enemy floater attack up",,,
"enemy floater charge attack loop","[mentalist charges attack]",,
"enemy floater charge attack start",,,
"enemy floater clap global",,,
"enemy floater clap local","[mentalist claps]",,
"enemy floater death","[mentalist death]",,
"enemy floater delay attack loop",,,
"enemy floater hurt01",,,
"enemy floater hurt02",,,
"enemy floater hurt03",,,
"enemy floater move long01",,,
"enemy floater move long02",,,
"enemy floater move long03",,,
"enemy floater move short01",,,
"enemy floater move short02",,,
"enemy floater move short03",,,
"enemy floater stun loop",,,
"enemy gnome death01","[gnome death]",,
"enemy gnome death02","[gnome death]",,
"enemy gnome death03","[gnome death]",,
"enemy gnome despawn",,,
"enemy gnome footstep01",,,
"enemy gnome footstep02",,,
"enemy gnome footstep03",,,
"enemy gnome hurt01",,,
"enemy gnome hurt02",,,
"enemy gnome hurt03",,,
"enemy gnome idle break01",,,
"enemy gnome idle break02",,,
"enemy gnome idle break03",,,
"enemy gnome jump",,,
"enemy gnome land",,,
"enemy gnome move long01",,,
"enemy gnome move long02",,,
"enemy gnome move long03",,,
"enemy gnome move short01",,,
"enemy gnome move short02",,,
"enemy gnome move short03",,,
"enemy gnome notice01","[gnome notices!]",,
"enemy gnome notice02","[gnome notices!]",,
"enemy gnome notice03","[gnome notices!]",,
"enemy gnome pickaxe hit","[gnome hits with pickaxe]",,
"enemy gnome pickaxe tell",,,
"enemy gnome spawn",,,
"enemy gnome stun end01",,,
"enemy gnome stun end02",,,
"enemy gnome stun end03",,,
"enemy gnome stun fly",,,
"enemy gnome stun start01",,,
"enemy gnome stun start02",,,
"enemy gnome stun start03",,,
"enemy headgrabber attack dropkick end",,,
"enemy headgrabber attack dropkick hit",,,
"enemy headgrabber attack dropkick start",,,
"enemy headgrabber attack dropkick tell",,,
"enemy headgrabber attack swipe",,,
"enemy headgrabber cant reach",,,
"enemy headgrabber death",,,
"enemy headgrabber footstep heavy01","",,
"enemy headgrabber footstep heavy02","",,
"enemy headgrabber footstep heavy03","",,
"enemy headgrabber footstep01",,,
"enemy headgrabber footstep02",,,
"enemy headgrabber footstep03",,,
"enemy headgrabber grab head","[head snatching]",,
"enemy headgrabber hurt01",,,
"enemy headgrabber hurt02",,,
"enemy headgrabber hurt03",,,
"enemy headgrabber idle noise long01","[growling]",,
"enemy headgrabber idle noise long02","[growling]",,
"enemy headgrabber idle noise long03","[growling]",,
"enemy headgrabber idle noise short01","[growling]",,
"enemy headgrabber idle noise short02","[growling]",,
"enemy headgrabber idle noise short03","[growling]",,
"enemy headgrabber idle noise short04","[growling]",,
"enemy headgrabber idle noise short05","[growling]",,
"enemy headgrabber jump01",,,
"enemy headgrabber jump02",,,
"enemy headgrabber jump03",,,
"enemy headgrabber land01",,,
"enemy headgrabber land02",,,
"enemy headgrabber land03",,,
"enemy headgrabber local breathing loop","[breathing]",,
"enemy headgrabber move long01",,,
"enemy headgrabber move long02",,,
"enemy headgrabber move long03",,,
"enemy headgrabber move short01",,,
"enemy headgrabber move short02",,,
"enemy headgrabber move short03",,,
"enemy headgrabber notice global",,,
"enemy headgrabber notice","[headgrab notices!]",,
"enemy headgrabber release head end",,,
"enemy headgrabber release head start","[headgrab removes head]",,
"enemy headgrabber run01",,,
"enemy headgrabber run02",,,
"enemy headgrabber run03",,,
"enemy headgrabber stun loop",,,
"enemy headgrabber stun start",,,
"enemy headgrabber stun stop",,,
"enemy headgrabber teleport in",,,
"enemy headgrabber teleport out",,,
"enemy hidden man breathe fast in01","[breathing]",,
"enemy hidden man breathe fast in02","[breathing]",,
"enemy hidden man breathe fast in03","[breathing]",,
"enemy hidden man breathe fast in04","[breathing]",,
"enemy hidden man breathe fast in05","[breathing]",,
"enemy hidden man breathe fast out01","[breathing]",,
"enemy hidden man breathe fast out02","[breathing]",,
"enemy hidden man breathe fast out03","[breathing]",,
"enemy hidden man breathe fast out04","[breathing]",,
"enemy hidden man breathe fast out05","[breathing]",,
"enemy hidden man breathe in01","[breathing]",,
"enemy hidden man breathe in02","[breathing]",,
"enemy hidden man breathe in03","[breathing]",,
"enemy hidden man breathe in04","[breathing]",,
"enemy hidden man breathe in05","[breathing]",,
"enemy hidden man breathe in06","[breathing]",,
"enemy hidden man breathe in07","[breathing]",,
"enemy hidden man breathe in08","[breathing]",,
"enemy hidden man breathe out01","[breathing]",,
"enemy hidden man breathe out02","[breathing]",,
"enemy hidden man breathe out03","[breathing]",,
"enemy hidden man breathe out04","[breathing]",,
"enemy hidden man breathe out05","[breathing]",,
"enemy hidden man breathe out06","[breathing]",,
"enemy hidden man breathe out07","[breathing]",,
"enemy hidden man breathe out08","[breathing]",,
"enemy hidden man death01","[hidden death]",,
"enemy hidden man death02","[hidden death]",,
"enemy hidden man death03","[hidden death]",,
"enemy hidden man footstep sprint01",,,
"enemy hidden man footstep sprint02",,,
"enemy hidden man footstep sprint03",,,
"enemy hidden man footstep01",,,
"enemy hidden man footstep02",,,
"enemy hidden man footstep03",,,
"enemy hidden man hurt01",,,
"enemy hidden man hurt02",,,
"enemy hidden man hurt03",,,
"enemy hidden man jump",,,
"enemy hidden man jump02",,,
"enemy hidden man jump03",,,
"enemy hidden man land",,,
"enemy hidden man land02",,,
"enemy hidden man land03",,,
"enemy hidden man player move end",,,
"enemy hidden man player move loop",,,
"enemy hidden man player pickup",,,
"enemy hidden man player release",,,
"enemy hidden man stun loop",,,
"enemy hidden man stun start",,,
"enemy hidden man stun stop",,,
"enemy hunter aim start global01",,,
"enemy hunter aim start global02",,,
"enemy hunter aim start global03",,,
"enemy hunter aim start01",,,
"enemy hunter aim start02",,,
"enemy hunter aim start03",,,
"enemy hunter death01","[huntsman death]",,
"enemy hunter death02","[huntsman death]",,
"enemy hunter death03","[huntsman death]",,
"enemy hunter despawn",,,
"enemy hunter footstep slow01",,,
"enemy hunter footstep slow02",,,
"enemy hunter footstep slow03",,,
"enemy hunter footstep01",,,
"enemy hunter footstep02",,,
"enemy hunter footstep03",,,
"enemy hunter humming loop","[humming]",,
"enemy hunter hurt01",,,
"enemy hunter hurt02",,,
"enemy hunter hurt03",,,
"enemy hunter leave start01",,,
"enemy hunter leave start02",,,
"enemy hunter leave start03",,,
"enemy hunter move gun long01",,,
"enemy hunter move gun long02",,,
"enemy hunter move gun long03",,,
"enemy hunter move gun short01",,,
"enemy hunter move gun short02",,,
"enemy hunter move gun short03",,,
"enemy hunter move long01",,,
"enemy hunter move long02",,,
"enemy hunter move long03",,,
"enemy hunter move short01",,,
"enemy hunter move short02",,,
"enemy hunter move short03",,,
"enemy hunter reload01","[huntsman reloads]",,
"enemy hunter reload02","[huntsman reloads]",,
"enemy hunter ricochet01",,,
"enemy hunter ricochet02",,,
"enemy hunter ricochet03",,,
"enemy hunter shoot global","[huntsman gunfires]",,
"enemy hunter shoot","[huntsman gunfires]",,
"enemy hunter spawn",,,
"Enemy Near 01",,,
"Enemy Near 02",,,
"Enemy Near 03",,,
"Enemy Near 04",,,
"Enemy Near 05",,,
"Enemy Near 06",,,
"Enemy Near 07",,,
"Enemy Near 08",,,
"enemy oogly attack hit player01",,,
"enemy oogly attack hit player02",,,
"enemy oogly attack hit player03",,,
"enemy oogly death01","[oogly death]",,
"enemy oogly death02","[oogly death]",,
"enemy oogly death03","[oogly death]",,
"enemy oogly drop player01",,,
"enemy oogly drop player02",,,
"enemy oogly drop player03",,,
"enemy oogly eyes light on",,,
"enemy oogly fast flight loop",,,
"enemy oogly grab player01",,,
"enemy oogly grab player02",,,
"enemy oogly grab player03",,,
"enemy oogly hurt01",,,
"enemy oogly hurt02",,,
"enemy oogly hurt03",,,
"enemy oogly idle breaker01",,,
"enemy oogly idle breaker02",,,
"enemy oogly idle breaker03",,,
"enemy oogly idle loop",,,
"enemy oogly notice player global01",,,
"enemy oogly notice player global02",,,
"enemy oogly notice player global03",,,
"enemy oogly notice player01","[oogly notices!]",,
"enemy oogly notice player02","[oogly notices!]",,
"enemy oogly notice player03","[oogly notices!]",,
"enemy oogly oogly loop",,,
"enemy oogly start charge01","[oogly charging]",,
"enemy oogly start charge02","[oogly charging]",,
"enemy oogly start charge03","[oogly charging]",,
"enemy oogly teleport in01",,,
"enemy oogly teleport in02",,,
"enemy oogly teleport in03",,,
"enemy oogly teleport out01",,,
"enemy oogly teleport out02",,,
"enemy oogly teleport out03",,,
"enemy oogly wrestle loop","[oogly wrestling]",,
"enemy robe attack_short global",,,
"enemy robe attack_short",,,
"enemy robe cracking fingers aggressive","[fingers crack sharply]",,
"enemy robe cracking fingers slow","[fingers crack slowly]",,
"enemy robe death",,,
"enemy robe hurt01",,,
"enemy robe hurt02",,,
"enemy robe hurt03",,,
"enemy robe look under scream global","[robe screaming]",,
"enemy robe look under scream","[robe screaming]",,
"enemy robe noise01","[sobbing]",,
"enemy robe noise02","[groaning]",,
"enemy robe noise03","[roaring]",,
"enemy robe noise04","[groaning]",,
"enemy robe stun loop",,,
"enemy robe stun start",,,
"enemy robe targeting",,,
"enemy runner attack grunt01","[reaper grunting]",,
"enemy runner attack grunt02","[reaper grunting]",,
"enemy runner attack grunt03","[reaper grunting]",,
"enemy runner attack grunt04","[reaper grunting]",,
"enemy runner attack grunt05","[reaper grunting]",,
"enemy runner attack slash01","[reaper slashing]",,
"enemy runner attack slash02","[reaper slashing]",,
"enemy runner attack slash03","[reaper slashing]",,
"enemy runner death","[reaper death]",,
"enemy runner footstep fast01",,,
"enemy runner footstep fast02",,,
"enemy runner footstep fast03",,,
"enemy runner footstep01",,,
"enemy runner footstep02",,,
"enemy runner footstep03",,,
"enemy runner hurt01",,,
"enemy runner hurt02",,,
"enemy runner hurt03",,,
"enemy runner jump",,,
"enemy runner move long01",,,
"enemy runner move long02",,,
"enemy runner move long03",,,
"enemy runner move01",,,
"enemy runner move02",,,
"enemy runner move03",,,
"enemy runner stun loop",,,
"enemy shadow attack global01",,,
"enemy shadow attack global02",,,
"enemy shadow attack global03",,,
"enemy shadow attack tell",,,
"enemy shadow attack01",,,
"enemy shadow attack02",,,
"enemy shadow attack03",,,
"enemy shadow back long01",,,
"enemy shadow back long02",,,
"enemy shadow back long03",,,
"enemy shadow back short01",,,
"enemy shadow back short02",,,
"enemy shadow back short03",,,
"enemy shadow choose target end",,,
"enemy shadow choose target start",,,
"enemy shadow death01","[loom death]",,
"enemy shadow death02","[loom death]",,
"enemy shadow death03","[loom death]",,
"enemy shadow hurt01",,,
"enemy shadow hurt02",,,
"enemy shadow hurt03",,,
"enemy shadow idle loop",,,
"enemy shadow move long01",,,
"enemy shadow move long02",,,
"enemy shadow move long03",,,
"enemy shadow move short01",,,
"enemy shadow move short02",,,
"enemy shadow move short03",,,
"enemy shadow neck long01","[neck cracks loudly]",,
"enemy shadow neck long02","[neck cracks loudly]",,
"enemy shadow neck long03","[neck cracks loudly]",,
"enemy shadow neck short01","[neck cracking]",,
"enemy shadow neck short02","[neck cracking]",,
"enemy shadow neck short03","[neck cracking]",,
"enemy slow mouth attach to face vo01","[spewer attaches to semibot]",,
"enemy slow mouth attach to face vo02","[spewer attaches to semibot]",,
"enemy slow mouth attach to face vo03","[spewer attaches to semibot]",,
"enemy slow mouth attach to face","[spewer attaches to semibot]",,
"enemy slow mouth chase loop",,,
"enemy slow mouth death","[spewer death]",,
"enemy slow mouth detach from face","[spewer detaches from semibot]",,
"enemy slow mouth detach to face vo01","[spewer detaches from semibot]",,
"enemy slow mouth detach to face vo02","[spewer detaches from semibot]",,
"enemy slow mouth detach to face vo03","[spewer detaches from semibot]",,
"enemy slow mouth hurt01",,,
"enemy slow mouth hurt02",,,
"enemy slow mouth hurt03",,,
"enemy slow mouth puke end",,,
"enemy slow mouth puke loop","[spewer vomiting]",,
"enemy slow mouth puke start",,,
"enemy slow mouth roam vo01",,,
"enemy slow mouth roam vo02",,,
"enemy slow mouth roam vo03",,,
"enemy slow mouth roam vo04",,,
"enemy slow mouth roam vo05",,,
"enemy slow mouth roam vo06",,,
"enemy slow mouth stun loop",,,
"enemy slow walker attack buildup vo",,,
"enemy slow walker attack impact","",,
"enemy slow walker attack implosion buildup",,,
"enemy slow walker attack implosion hit global",,,
"enemy slow walker attack implosion hit",,,
"enemy slow walker attack implosion impact global",,,
"enemy slow walker attack implosion impact",,,
"enemy slow walker death","[trudge death]",,
"enemy slow walker footstep01",,,
"enemy slow walker footstep02",,,
"enemy slow walker footstep03",,,
"enemy slow walker hurt01",,,
"enemy slow walker hurt02",,,
"enemy slow walker hurt03",,,
"enemy slow walker jump",,,
"enemy slow walker land",,,
"enemy slow walker lookunder biting",,,
"enemy slow walker lookunder intro",,,
"enemy slow walker lookunder outro",,,
"enemy slow walker move long01",,,
"enemy slow walker move long02",,,
"enemy slow walker move long03",,,
"enemy slow walker move short01",,,
"enemy slow walker move short02",,,
"enemy slow walker move short03",,,
"enemy slow walker noise long01",,,
"enemy slow walker noise long02",,,
"enemy slow walker noise long03",,,
"enemy slow walker noise short01",,,
"enemy slow walker noise short02",,,
"enemy slow walker noise short03",,,
"enemy slow walker notice vo01","[trudge notices!]",,
"enemy slow walker notice vo02","[trudge notices!]",,
"enemy slow walker notice vo03","[trudge notices!]",,
"enemy slow walker stun",,,
"enemy slow walker swing long",,,
"enemy slow walker swing short",,,
"enemy slow walker trailing mace01",,,
"enemy slow walker trailing mace02",,,
"enemy slow walker trailing mace03",,,
"enemy slow walker trailing mace04",,,
"enemy slow walker trailing mace05",,,
"enemy slow walker trailing mace06",,,
"enemy spinny death","[gambit death]",,
"enemy spinny footstep01",,,
"enemy spinny footstep02",,,
"enemy spinny footstep03",,,
"enemy spinny hurt01",,,
"enemy spinny hurt02",,,
"enemy spinny hurt03",,,
"enemy spinny idle breathing loop","[breathing]",,
"enemy spinny jingle black","[jingling]",,
"enemy spinny jingle green","[jingling]",,
"enemy spinny jingle red","[jingling]",,
"enemy spinny jingle white","[jingling]",,
"enemy spinny jingle yellow","[jingling]",,
"enemy spinny jump",,,
"enemy spinny land",,,
"enemy spinny mouth close01",,,
"enemy spinny mouth close02",,,
"enemy spinny mouth close03",,,
"enemy spinny mouth open01",,,
"enemy spinny mouth open02",,,
"enemy spinny mouth open03",,,
"enemy spinny move long01",,,
"enemy spinny move long02",,,
"enemy spinny move short01",,,
"enemy spinny move short02",,,
"enemy spinny move short03",,,
"enemy spinny music death",,,
"enemy spinny music interupt01",,,
"enemy spinny music interupt02",,,
"enemy spinny music interupt03",,,
"enemy spinny music leaving",,,
"enemy spinny music muffled",,,
"enemy spinny music",,,
"enemy spinny notice","[gambit notices!]",,
"enemy spinny roulette tick","[roulette sound]",,
"enemy spinny running breathing loop",,,
"enemy spinny spinning loop","[gambit spinning]",,
"enemy spinny tounge hit01",,,
"enemy spinny tounge hit02",,,
"enemy spinny tounge hit03",,,
"enemy spinny tounge hit04",,,
"enemy spinny tounge hit05",,,
"enemy spinny tounge hit06",,,
"enemy thin man attack scream01 global",,,
"enemy thin man attack scream01","[shadow child screaming]",,
"enemy thin man attack scream02 global",,,
"enemy thin man attack scream02","[shadow child screaming]",,
"enemy thin man attack scream03 global",,,
"enemy thin man attack scream03","[shadow child screaming]",,
"enemy thin man attack",,,
"enemy thin man death","[shadow child death]",,
"enemy thin man hurt01",,,
"enemy thin man hurt02",,,
"enemy thin man hurt03",,,
"enemy thin man notice01","[shadow child notices!]",,
"enemy thin man notice02","[shadow child notices!]",,
"enemy thin man notice03","[shadow child notices!]",,
"enemy thin man teleport in",,,
"enemy thin man teleport out",,,
"enemy thin man tentacle grow loop",,,
"enemy thin man zoom",,,
"enemy tick big suck01","[tick sucking]",,
"enemy tick big suck02","[tick sucking]",,
"enemy tick big suck03","[tick sucking]",,
"enemy tick death01","[tick death]",,
"enemy tick death02","[tick death]",,
"enemy tick death03","[tick death]",,
"enemy tick heal auro loop",,,
"enemy tick hurt01",,,
"enemy tick hurt02",,,
"enemy tick hurt03",,,
"enemy tick jump01",,,
"enemy tick jump02",,,
"enemy tick jump03",,,
"enemy tick notice01","[tick notices!]",,
"enemy tick notice02","[tick notices!]",,
"enemy tick notice03","[tick notices!]",,
"enemy tick running loop",,,
"enemy tick skittering loop",,,
"enemy tick sucking loop","[tick sucking]",,
"enemy tick suction end",,,
"enemy tick walking loop",,,
"enemy tricycle attack loop",,,
"enemy tricycle attack01",,,
"enemy tricycle attack02",,,
"enemy tricycle attack03",,,
"enemy tricycle bell final ring buildup","[tricycle bell loudly ringing]",,
"enemy tricycle bell global01",,,
"enemy tricycle bell global02",,,
"enemy tricycle bell global03",,,
"enemy tricycle bell01","[tricycle bell ringing]",,
"enemy tricycle bell02","[tricycle bell ringing]",,
"enemy tricycle bell03","[tricycle bell ringing]",,
"enemy tricycle death01",,,
"enemy tricycle death02",,,
"enemy tricycle death03",,,
"enemy tricycle glitch in",,,
"enemy tricycle glitch out",,,
"enemy tricycle idle01",,,
"enemy tricycle idle02",,,
"enemy tricycle idle03",,,
"enemy tricycle move01",,,
"enemy tricycle move02",,,
"enemy tricycle move03",,,
"enemy tricycle outro01",,,
"enemy tricycle outro02",,,
"enemy tricycle outro03",,,
"enemy tricycle stun loop",,,
"enemy tricycle wheel rattle loop","[tricycle rattles]",,
"enemy tricycle wheel squeak loop","[tricycle squeaks]",,
"enemy tumbler attack hit player01","[chef attacks]",,
"enemy tumbler attack hit player02","[chef attacks]",,
"enemy tumbler attack hit player03","[chef attacks]",,
"enemy tumbler cleaver swing01","[chef is swinging cleaver]",,
"enemy tumbler cleaver swing02","[chef is swinging cleaver]",,
"enemy tumbler cleaver swing03","[chef is swinging cleaver]",,
"enemy tumbler death","[chef death]",,
"enemy tumbler hurt01",,,
"enemy tumbler hurt02",,,
"enemy tumbler hurt03",,,
"enemy tumbler jump01",,,
"enemy tumbler jump02",,,
"enemy tumbler jump03",,,
"enemy tumbler land01",,,
"enemy tumbler land02",,,
"enemy tumbler land03",,,
"enemy tumbler move long01",,,
"enemy tumbler move long02",,,
"enemy tumbler move long03",,,
"enemy tumbler move short01",,,
"enemy tumbler move short02",,,
"enemy tumbler move short03",,,
"enemy tumbler notice player","[chef notices!]",,
"enemy tumbler stun loop",,,
"enemy tumbler tumble loop global",,,
"enemy tumbler tumble loop local",,,
"enemy upscream footstep01",,,
"enemy upscream footstep02",,,
"enemy upscream footstep03",,,
"enemy upscream footstep04",,,
"enemy upscream footstep05",,,
"enemy upscream footstep06",,,
"enemy upscream hurt01",,,
"enemy upscream hurt02",,,
"enemy upscream hurt03",,,
"enemy upscream idle crack","[upscream cracking]",,
"enemy upscream scream global01",,,
"enemy upscream scream global02",,,
"enemy upscream scream global03",,,
"enemy upscream scream01","[upscream screaming]",,
"enemy upscream scream02","[upscream screaming]",,
"enemy upscream scream03","[upscream screaming]",,
"enemy valuable - break - light01",,,
"enemy valuable - break - light02",,,
"enemy valuable - break - light03",,,
"enemy valuable - break - medium01",,,
"enemy valuable - break - medium02",,,
"enemy valuable - break - medium03",,,
"enemy valuable - destroy01","[enemy valuable breaking]",,
"enemy valuable - destroy02","[enemy valuable breaking]",,
"enemy valuable - destroy03","[enemy valuable breaking]",,
"enemy valuable - impact - heavy01",,,
"enemy valuable - impact - heavy02",,,
"enemy valuable - impact - heavy03",,,
"enemy valuable - impact - light01",,,
"enemy valuable - impact - light02",,,
"enemy valuable - impact - light03",,,
"enemy valuable - impact - medium01",,,
"enemy valuable - impact - medium02",,,
"enemy valuable - impact - medium03",,,
"enemy valuable explode heavy global",,,
"enemy valuable explode heavy","[enemy valuable explosion]",,
"enemy valuable explode medium global",,,
"enemy valuable explode medium","[enemy valuable explosion]",,
"enemy valuable explode small global",,,
"enemy valuable explode small","[enemy valuable explosion]",,
"enemy valuable thrower death01","[rugrat death]",,
"enemy valuable thrower despawn",,,
"enemy valuable thrower hurt01",,,
"enemy valuable thrower hurt02",,,
"enemy valuable thrower hurt03",,,
"enemy valuable thrower jump",,,
"enemy valuable thrower land",,,
"enemy valuable thrower move long01",,,
"enemy valuable thrower move long02",,,
"enemy valuable thrower move long03",,,
"enemy valuable thrower move01",,,
"enemy valuable thrower move02",,,
"enemy valuable thrower move03",,,
"enemy valuable thrower notice","[rugrat notices!]",,
"enemy valuable thrower pickup intro",,,
"enemy valuable thrower pickup outro tell",,,
"enemy valuable thrower pickup outro throw",,,
"enemy valuable thrower spawn",,,
"enemy valuable thrower stun loop",,,
"enemy valuable thrower stun stop",,,
"enemy_heart_hugger_aggro_breaker01",,,
"enemy_heart_hugger_aggro_breaker02",,,
"enemy_heart_hugger_aggro_breaker03",,,
"enemy_heart_hugger_aggro_loop",,,
"enemy_heart_hugger_aggro_start01",,,
"enemy_heart_hugger_aggro_start02",,,
"enemy_heart_hugger_aggro_start03",,,
"enemy_heart_hugger_bite01","[heart hugger bitting]",,
"enemy_heart_hugger_bite02","[heart hugger bitting]",,
"enemy_heart_hugger_bite03","[heart hugger bitting]",,
"enemy_heart_hugger_degrow01",,,
"enemy_heart_hugger_degrow02",,,
"enemy_heart_hugger_degrow03",,,
"enemy_heart_hugger_die01","[heart hugger death]",,
"enemy_heart_hugger_die02","[heart hugger death]",,
"enemy_heart_hugger_die03","[heart hugger death]",,
"enemy_heart_hugger_enchanting_hug01",,,
"enemy_heart_hugger_enchanting_hug02",,,
"enemy_heart_hugger_enchanting_hug03",,,
"enemy_heart_hugger_gas_loop",,,
"enemy_heart_hugger_gas_start01",,,
"enemy_heart_hugger_gas_start02",,,
"enemy_heart_hugger_gas_start03",,,
"enemy_heart_hugger_gas_stop01",,,
"enemy_heart_hugger_gas_stop02",,,
"enemy_heart_hugger_gas_stop03",,,
"enemy_heart_hugger_grow01",,,
"enemy_heart_hugger_grow02",,,
"enemy_heart_hugger_grow03",,,
"enemy_heart_hugger_hurt01",,,
"enemy_heart_hugger_hurt02",,,
"enemy_heart_hugger_hurt03",,,
"enemy_heart_hugger_idle_breaker01",,,
"enemy_heart_hugger_idle_breaker02",,,
"enemy_heart_hugger_idle_breaker03",,,
"enemy_heart_hugger_idle_loop",,,
"enemy_heart_hugger_magical_chime","[magical chimes]",,
"enemy_heart_hugger_move01",,,
"enemy_heart_hugger_move02",,,
"enemy_heart_hugger_move03",,,
"enemy_heart_hugger_move_head01",,,
"enemy_heart_hugger_move_head02",,,
"enemy_heart_hugger_move_head03",,,
"enemy_heart_hugger_popaway01",,,
"enemy_heart_hugger_popaway02",,,
"enemy_heart_hugger_popaway03",,,
"enemy_heart_hugger_scare01",,,
"enemy_heart_hugger_scare02",,,
"enemy_heart_hugger_scare03",,,
"enemy_heart_hugger_scare_global01",,,
"enemy_heart_hugger_scare_global02",,,
"enemy_heart_hugger_scare_global03",,,
"enemy_heart_hugger_stunned_loop",,,
"enemy_heart_hugger_tell01",,,
"enemy_heart_hugger_tell02",,,
"enemy_heart_hugger_tell03",,,
"enemy_heart_hugger_thrust01",,,
"enemy_heart_hugger_thrust02",,,
"enemy_heart_hugger_thrust03",,,
"explosion generic big global01",,,
"explosion generic big global02",,,
"explosion generic big global03",,,
"explosion generic big01","[explosion!]",,
"explosion generic big02","[explosion!]",,
"explosion generic big03","[explosion!]",,
"explosion generic medium global01",,,
"explosion generic medium global02",,,
"explosion generic medium global03",,,
"explosion generic medium01","[explosion!]",,
"explosion generic medium02","[explosion!]",,
"explosion generic medium03","[explosion!]",,
"explosion generic small global01",,,
"explosion generic small global02",,,
"explosion generic small global03",,,
"explosion generic small01","[explosion!]",,
"explosion generic small02","[explosion!]",,
"explosion generic small03","[explosion!]",,
"extraction point activate01","[extraction point activated]",,
"extraction point activate02","[extraction point activated]",,
"extraction point activate03","[extraction point activated]",,
"extraction point alarm final","[extraction point alarm sound]",,
"extraction point alarm global",,,
"extraction point alarm","[extraction point alarm sound]",,
"extraction point button press","[button sound]",,
"extraction point cancel shutdown","[extraction point cancel sound]",,
"extraction point emoji glitch",,,
"extraction point green lights on",,,
"extraction point jingle 2 global",,,
"extraction point jingle 2 local",,,"Disabled-[Jingles]"
"extraction point jingle complete 2 global",,,
"extraction point jingle complete 2 local",,,"Disabled-[Jingles]"
"extraction point lights on",,,
"extraction point locator ping",,,
"extraction point number field in",,,
"extraction point number field out",,,
"extraction point spinning lights loop",,,
"extraction point success","[success!]",,
"extraction point suck end","[extraction point vacuum stops]",,
"extraction point suck loop2","[extraction point vacuum pulling]",,
"extraction point surplus deduction done",,,
"extraction point surplus deduction loop",,,
"extraction point surplus deduction start",,,
"extraction point surplus done ding lvl1","[ding]",,
"extraction point surplus done ding lvl2","[ding ding]",,
"extraction point surplus done ding lvl3","[ding ding ding]",,
"extraction point surplus done ding lvl4","[ding ding ding ding]",,
"extraction point surplus increase loop",,,
"extraction point surplus light outro",,,
"extraction point surplus spawn",,,
"extraction point surplus state start",,,
"extraction point tube buildup",,,
"extraction point tube hit ceiling global",,,
